weapon_name,type,mode,monster_name,part,BASE,TU1,TU2,TU3,TU4,TU5,BU_LS,BU_B
amatsu,water,css,Amatsu,Hind Leg 1,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Amatsu,Neck 0,542.0,542.0,536.0,534.0,580.0,602.0,608.0,555.0
amatsu,water,css,Amatsu,Neck 1,542.0,542.0,536.0,534.0,580.0,602.0,608.0,555.0
amatsu,water,css,Amatsu,Tail 0,604.0,604.0,597.0,595.0,645.0,670.0,679.0,618.0
amatsu,water,css,Amatsu,Tail 1,604.0,604.0,597.0,595.0,645.0,670.0,679.0,618.0
amatsu,water,css,Anjanath,Head 0,1261.0,1266.0,1270.0,1277.0,1418.0,1481.0,1538.0,1494.0
amatsu,water,css,Anjanath,Hind Leg 0,550.0,549.0,551.0,555.0,620.0,649.0,679.0,670.0
amatsu,water,css,Anjanath,Hind Leg 1,737.0,734.0,735.0,739.0,820.0,855.0,889.0,861.0
amatsu,water,css,Anjanath,Neck 0,574.0,577.0,586.0,592.0,669.0,701.0,741.0,750.0
amatsu,water,css,Anjanath,Snout 0,1386.0,1390.0,1389.0,1392.0,1537.0,1603.0,1653.0,1582.0
amatsu,water,css,Anjanath,Tail 0,1090.0,1094.0,1096.0,1100.0,1220.0,1275.0,1320.0,1278.0
amatsu,water,css,Anjanath,Torso 0,550.0,549.0,551.0,555.0,620.0,649.0,679.0,670.0
amatsu,water,css,Anjanath,Wing 0,965.0,970.0,977.0,985.0,1101.0,1152.0,1204.0,1192.0
amatsu,water,css,Apex Arzuros,Abdomen 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Apex Arzuros,Foreleg 0,667.0,667.0,658.0,656.0,712.0,739.0,748.0,682.0
amatsu,water,css,Apex Arzuros,Foreleg 1,848.0,848.0,838.0,835.0,906.0,942.0,952.0,867.0
amatsu,water,css,Apex Arzuros,Foreleg 2,996.0,996.0,985.0,981.0,1063.0,1105.0,1119.0,1019.0
amatsu,water,css,Apex Arzuros,Foreleg 3,1144.0,1144.0,1131.0,1127.0,1222.0,1269.0,1285.0,1171.0
amatsu,water,css,Apex Arzuros,Head 0,848.0,848.0,838.0,835.0,906.0,942.0,952.0,867.0
amatsu,water,css,Apex Arzuros,Hind Leg 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Apex Arzuros,Rear 0,479.0,479.0,474.0,473.0,513.0,533.0,539.0,491.0
amatsu,water,css,Apex Arzuros,Upper Half 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Apex Diablos,Abdomen 0,626.0,625.0,624.0,625.0,691.0,720.0,745.0,712.0
amatsu,water,css,Apex Diablos,Abdomen 1,626.0,625.0,624.0,625.0,691.0,720.0,745.0,712.0
amatsu,water,css,Apex Diablos,Back 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Apex Diablos,Back 1,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Apex Diablos,Head 0,737.0,734.0,735.0,739.0,820.0,855.0,889.0,861.0
amatsu,water,css,Apex Diablos,Head 1,1111.0,1108.0,1106.0,1107.0,1219.0,1271.0,1310.0,1244.0
amatsu,water,css,Apex Diablos,Horn 0,612.0,610.0,613.0,617.0,686.0,718.0,750.0,734.0
amatsu,water,css,Apex Diablos,Horn 1,1022.0,1020.0,1018.0,1020.0,1124.0,1172.0,1209.0,1153.0
amatsu,water,css,Apex Diablos,Leg 0,503.0,500.0,501.0,503.0,558.0,582.0,605.0,585.0
amatsu,water,css,Apex Diablos,Leg 1,503.0,500.0,501.0,503.0,558.0,582.0,605.0,585.0
amatsu,water,css,Apex Diablos,Neck 0,642.0,641.0,638.0,639.0,703.0,733.0,753.0,713.0
amatsu,water,css,Apex Diablos,Neck 1,886.0,883.0,879.0,880.0,963.0,1002.0,1028.0,964.0
amatsu,water,css,Apex Diablos,Tail 0,894.0,893.0,889.0,891.0,977.0,1019.0,1046.0,986.0
amatsu,water,css,Apex Diablos,Tail 1,894.0,893.0,889.0,891.0,977.0,1019.0,1046.0,986.0
amatsu,water,css,Apex Diablos,Tail Tip 0,783.0,789.0,798.0,805.0,907.0,952.0,1000.0,1004.0
amatsu,water,css,Apex Diablos,Tail Tip 1,783.0,789.0,798.0,805.0,907.0,952.0,1000.0,1004.0
amatsu,water,css,Apex Diablos,Wing 0,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Diablos,Wing 1,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Mizutsune,Body 0,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Apex Mizutsune,Body 1,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Apex Mizutsune,Body 2,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Apex Mizutsune,Body 3,479.0,479.0,474.0,473.0,513.0,533.0,539.0,491.0
amatsu,water,css,Apex Mizutsune,Body 4,479.0,479.0,474.0,473.0,513.0,533.0,539.0,491.0
amatsu,water,css,Apex Mizutsune,Dorsal Fin 0,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Dorsal Fin 1,1040.0,1040.0,1029.0,1025.0,1111.0,1154.0,1169.0,1066.0
amatsu,water,css,Apex Mizutsune,Dorsal Fin 2,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Dorsal Fin 3,819.0,819.0,809.0,806.0,873.0,908.0,919.0,837.0
amatsu,water,css,Apex Mizutsune,Dorsal Fin 4,819.0,819.0,809.0,806.0,873.0,908.0,919.0,837.0
amatsu,water,css,Apex Mizutsune,Foreleg 0,454.0,454.0,450.0,449.0,485.0,505.0,510.0,466.0
amatsu,water,css,Apex Mizutsune,Foreleg 1,542.0,542.0,536.0,534.0,580.0,602.0,608.0,555.0
amatsu,water,css,Apex Mizutsune,Foreleg 2,454.0,454.0,450.0,449.0,485.0,505.0,510.0,466.0
amatsu,water,css,Apex Mizutsune,Foreleg 3,517.0,517.0,512.0,509.0,552.0,574.0,581.0,530.0
amatsu,water,css,Apex Mizutsune,Foreleg 4,517.0,517.0,512.0,509.0,552.0,574.0,581.0,530.0
amatsu,water,css,Apex Mizutsune,Head 0,996.0,996.0,985.0,981.0,1063.0,1105.0,1119.0,1019.0
amatsu,water,css,Apex Mizutsune,Head 1,1070.0,1070.0,1058.0,1054.0,1143.0,1187.0,1202.0,1095.0
amatsu,water,css,Apex Mizutsune,Head 2,1040.0,1040.0,1029.0,1025.0,1111.0,1154.0,1169.0,1066.0
amatsu,water,css,Apex Mizutsune,Head 3,1188.0,1188.0,1175.0,1171.0,1270.0,1319.0,1336.0,1216.0
amatsu,water,css,Apex Mizutsune,Head 4,1188.0,1188.0,1175.0,1171.0,1270.0,1319.0,1336.0,1216.0
amatsu,water,css,Apex Mizutsune,Hind Leg 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Apex Mizutsune,Hind Leg 1,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Hind Leg 2,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Apex Mizutsune,Hind Leg 3,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Hind Leg 4,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Left Claw 0,406.0,406.0,401.0,400.0,434.0,450.0,456.0,415.0
amatsu,water,css,Apex Mizutsune,Left Claw 1,406.0,406.0,401.0,400.0,434.0,450.0,456.0,415.0
amatsu,water,css,Apex Mizutsune,Left Claw 2,454.0,454.0,450.0,449.0,485.0,505.0,510.0,466.0
amatsu,water,css,Apex Mizutsune,Left Claw 3,467.0,467.0,462.0,460.0,499.0,519.0,525.0,478.0
amatsu,water,css,Apex Mizutsune,Left Claw 4,467.0,467.0,462.0,460.0,499.0,519.0,525.0,478.0
amatsu,water,css,Apex Mizutsune,Neck 0,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Neck 1,848.0,848.0,838.0,835.0,906.0,942.0,952.0,867.0
amatsu,water,css,Apex Mizutsune,Neck 2,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Neck 3,892.0,892.0,883.0,879.0,952.0,990.0,1002.0,914.0
amatsu,water,css,Apex Mizutsune,Neck 4,892.0,892.0,883.0,879.0,952.0,990.0,1002.0,914.0
amatsu,water,css,Apex Mizutsune,Right Claw 0,406.0,406.0,401.0,400.0,434.0,450.0,456.0,415.0
amatsu,water,css,Apex Mizutsune,Right Claw 1,406.0,406.0,401.0,400.0,434.0,450.0,456.0,415.0
amatsu,water,css,Apex Mizutsune,Right Claw 2,454.0,454.0,450.0,449.0,485.0,505.0,510.0,466.0
amatsu,water,css,Apex Mizutsune,Right Claw 3,467.0,467.0,462.0,460.0,499.0,519.0,525.0,478.0
amatsu,water,css,Apex Mizutsune,Right Claw 4,467.0,467.0,462.0,460.0,499.0,519.0,525.0,478.0
amatsu,water,css,Apex Mizutsune,Tail 0,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Tail 1,1188.0,1188.0,1175.0,1171.0,1270.0,1319.0,1336.0,1216.0
amatsu,water,css,Apex Mizutsune,Tail 2,641.0,641.0,635.0,632.0,685.0,711.0,720.0,657.0
amatsu,water,css,Apex Mizutsune,Tail 3,892.0,892.0,883.0,879.0,952.0,990.0,1002.0,914.0
amatsu,water,css,Apex Mizutsune,Tail 4,892.0,892.0,883.0,879.0,952.0,990.0,1002.0,914.0
amatsu,water,css,Apex Rathalos,Abdomen 0,429.0,427.0,427.0,427.0,469.0,489.0,502.0,474.0
amatsu,water,css,Apex Rathalos,Abdomen 1,429.0,427.0,427.0,427.0,469.0,489.0,502.0,474.0
amatsu,water,css,Apex Rathalos,Back 0,392.0,391.0,390.0,390.0,429.0,447.0,461.0,436.0
amatsu,water,css,Apex Rathalos,Back 1,392.0,391.0,390.0,390.0,429.0,447.0,461.0,436.0
amatsu,water,css,Apex Rathalos,Head 0,945.0,945.0,937.0,936.0,1021.0,1063.0,1083.0,1003.0
amatsu,water,css,Apex Rathalos,Head 1,1340.0,1337.0,1329.0,1329.0,1453.0,1512.0,1545.0,1442.0
amatsu,water,css,Apex Rathalos,Leg 0,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Rathalos,Leg 1,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Rathalos,Neck 0,626.0,625.0,624.0,625.0,691.0,720.0,745.0,712.0
amatsu,water,css,Apex Rathalos,Neck 1,1265.0,1264.0,1256.0,1256.0,1374.0,1429.0,1462.0,1366.0
amatsu,water,css,Apex Rathalos,Tail 0,690.0,688.0,684.0,684.0,748.0,778.0,795.0,741.0
amatsu,water,css,Apex Rathalos,Tail 1,690.0,688.0,684.0,684.0,748.0,778.0,795.0,741.0
amatsu,water,css,Apex Rathalos,Wing 0,528.0,525.0,526.0,528.0,584.0,610.0,633.0,611.0
amatsu,water,css,Apex Rathalos,Wing 1,528.0,525.0,526.0,528.0,584.0,610.0,633.0,611.0
amatsu,water,css,Apex Rathian,Back 0,402.0,401.0,402.0,405.0,451.0,472.0,493.0,484.0
amatsu,water,css,Apex Rathian,Back 1,626.0,625.0,624.0,625.0,691.0,720.0,745.0,712.0
amatsu,water,css,Apex Rathian,Head 0,1043.0,1041.0,1037.0,1037.0,1136.0,1183.0,1213.0,1139.0
amatsu,water,css,Apex Rathian,Head 1,1116.0,1116.0,1110.0,1110.0,1215.0,1264.0,1296.0,1214.0
amatsu,water,css,Apex Rathian,Leg 0,429.0,427.0,427.0,427.0,469.0,489.0,502.0,474.0
amatsu,water,css,Apex Rathian,Neck 0,651.0,649.0,649.0,649.0,717.0,748.0,773.0,738.0
amatsu,water,css,Apex Rathian,Tail 0,628.0,627.0,623.0,623.0,681.0,709.0,725.0,678.0
amatsu,water,css,Apex Rathian,Tail 1,690.0,688.0,684.0,684.0,748.0,778.0,795.0,741.0
amatsu,water,css,Apex Rathian,Tail 2,872.0,871.0,863.0,863.0,942.0,980.0,999.0,927.0
amatsu,water,css,Apex Rathian,Torso 0,429.0,427.0,427.0,427.0,469.0,489.0,502.0,474.0
amatsu,water,css,Apex Rathian,Wing 0,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Apex Zinogre,Body 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Apex Zinogre,Body 1,528.0,525.0,526.0,528.0,584.0,610.0,633.0,611.0
amatsu,water,css,Apex Zinogre,Body 2,528.0,525.0,526.0,528.0,584.0,610.0,633.0,611.0
amatsu,water,css,Apex Zinogre,Foreleg 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Apex Zinogre,Foreleg 1,872.0,871.0,863.0,863.0,942.0,980.0,999.0,927.0
amatsu,water,css,Apex Zinogre,Foreleg 2,1167.0,1167.0,1157.0,1155.0,1258.0,1308.0,1333.0,1231.0
amatsu,water,css,Apex Zinogre,Head 0,1116.0,1116.0,1110.0,1110.0,1215.0,1264.0,1296.0,1214.0
amatsu,water,css,Apex Zinogre,Head 1,1116.0,1116.0,1110.0,1110.0,1215.0,1264.0,1296.0,1214.0
amatsu,water,css,Apex Zinogre,Head 2,1116.0,1116.0,1110.0,1110.0,1215.0,1264.0,1296.0,1214.0
amatsu,water,css,Apex Zinogre,Hind Leg 0,690.0,688.0,684.0,684.0,748.0,778.0,795.0,741.0
amatsu,water,css,Apex Zinogre,Hind Leg 1,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Apex Zinogre,Hind Leg 2,651.0,649.0,649.0,649.0,717.0,748.0,773.0,738.0
amatsu,water,css,Apex Zinogre,Hip 0,678.0,677.0,672.0,672.0,734.0,764.0,782.0,729.0
amatsu,water,css,Apex Zinogre,Hip 1,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Apex Zinogre,Hip 2,651.0,649.0,649.0,649.0,717.0,748.0,773.0,738.0
amatsu,water,css,Apex Zinogre,Neck/Back 0,760.0,765.0,770.0,775.0,869.0,908.0,951.0,941.0
amatsu,water,css,Apex Zinogre,Neck/Back 1,1261.0,1266.0,1270.0,1277.0,1418.0,1481.0,1538.0,1494.0
amatsu,water,css,Apex Zinogre,Neck/Back 2,1261.0,1266.0,1270.0,1277.0,1418.0,1481.0,1538.0,1494.0
amatsu,water,css,Apex Zinogre,Tail 0,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Zinogre,Tail 1,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Zinogre,Tail 2,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Apex Zinogre,Tail Tip 0,438.0,436.0,441.0,446.0,501.0,524.0,555.0,555.0
amatsu,water,css,Apex Zinogre,Tail Tip 1,438.0,436.0,441.0,446.0,501.0,524.0,555.0,555.0
amatsu,water,css,Apex Zinogre,Tail Tip 2,438.0,436.0,441.0,446.0,501.0,524.0,555.0,555.0
amatsu,water,css,Arzuros,Abdomen/Hind Leg 0,945.0,945.0,937.0,936.0,1021.0,1063.0,1083.0,1003.0
amatsu,water,css,Arzuros,Foreleg 0,541.0,539.0,537.0,537.0,588.0,612.0,628.0,589.0
amatsu,water,css,Arzuros,Foreleg 1,653.0,652.0,648.0,647.0,708.0,737.0,753.0,703.0
amatsu,water,css,Arzuros,Head 0,945.0,945.0,937.0,936.0,1021.0,1063.0,1083.0,1003.0
amatsu,water,css,Arzuros,Rear 0,1108.0,1107.0,1098.0,1097.0,1195.0,1244.0,1266.0,1170.0
amatsu,water,css,Arzuros,Upper Half 0,872.0,871.0,863.0,863.0,942.0,980.0,999.0,927.0
amatsu,water,css,Astalos,Abdomen 0,429.0,427.0,427.0,427.0,469.0,489.0,502.0,474.0
amatsu,water,css,Astalos,Back 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Astalos,Back 1,477.0,475.0,477.0,478.0,531.0,555.0,576.0,560.0
amatsu,water,css,Astalos,Crest 0,945.0,945.0,937.0,936.0,1021.0,1063.0,1083.0,1003.0
amatsu,water,css,Astalos,Crest 1,1111.0,1108.0,1106.0,1107.0,1219.0,1271.0,1310.0,1244.0
amatsu,water,css,Astalos,Crest 2,975.0,974.0,967.0,965.0,1053.0,1095.0,1115.0,1033.0
amatsu,water,css,Astalos,Leg 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Astalos,Neck 0,945.0,945.0,937.0,936.0,1021.0,1063.0,1083.0,1003.0
amatsu,water,css,Astalos,Tail 0,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Astalos,Tail Tip 0,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Astalos,Tail Tip 1,993.0,991.0,989.0,991.0,1093.0,1140.0,1176.0,1122.0
amatsu,water,css,Astalos,Tail Tip 2,614.0,613.0,611.0,614.0,677.0,707.0,731.0,699.0
amatsu,water,css,Astalos,Wing 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Astalos,Wing 1,977.0,977.0,973.0,974.0,1071.0,1116.0,1148.0,1087.0
amatsu,water,css,Astalos,Wing 2,588.0,588.0,586.0,589.0,651.0,679.0,703.0,674.0
amatsu,water,css,Aurora Somnacanth,Abdomen 0,479.0,479.0,474.0,473.0,513.0,533.0,539.0,491.0
amatsu,water,css,Aurora Somnacanth,Back 0,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Aurora Somnacanth,Foreleg 0,542.0,542.0,536.0,534.0,580.0,602.0,608.0,555.0
amatsu,water,css,Aurora Somnacanth,Head 0,921.0,921.0,912.0,908.0,985.0,1023.0,1035.0,943.0
amatsu,water,css,Aurora Somnacanth,Head Fin 0,667.0,667.0,658.0,656.0,712.0,739.0,748.0,682.0
amatsu,water,css,Aurora Somnacanth,Leg 0,419.0,419.0,413.0,412.0,446.0,463.0,469.0,428.0
amatsu,water,css,Aurora Somnacanth,Neck 0,1144.0,1144.0,1131.0,1127.0,1222.0,1269.0,1285.0,1171.0
amatsu,water,css,Aurora Somnacanth,Tail 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Barioth,Abdomen 0,579.0,579.0,572.0,571.0,619.0,643.0,650.0,593.0
amatsu,water,css,Barioth,Foreleg 0,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Barioth,Head 0,1116.0,1116.0,1110.0,1110.0,1215.0,1264.0,1296.0,1214.0
amatsu,water,css,Barioth,Hind Leg 0,604.0,604.0,597.0,595.0,645.0,670.0,679.0,618.0
amatsu,water,css,Barioth,Neck/Back 0,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Barioth,Tail 0,667.0,667.0,658.0,656.0,712.0,739.0,748.0,682.0
amatsu,water,css,Barioth,Tail Tip 0,996.0,996.0,985.0,981.0,1063.0,1105.0,1119.0,1019.0
amatsu,water,css,Barioth,Thorns 0,441.0,440.0,439.0,439.0,483.0,503.0,516.0,488.0
amatsu,water,css,Barioth,Thorns 1,503.0,503.0,500.0,500.0,548.0,572.0,586.0,551.0
amatsu,water,css,Barioth,Wing 0,479.0,479.0,474.0,473.0,513.0,533.0,539.0,491.0
amatsu,water,css,Barroth,Foreleg 0,848.0,848.0,838.0,835.0,906.0,942.0,952.0,867.0
amatsu,water,css,Barroth,Foreleg 1,783.0,789.0,798.0,805.0,907.0,952.0,1000.0,1004.0
amatsu,water,css,Barroth,Foreleg 2,848.0,848.0,838.0,835.0,906.0,942.0,952.0,867.0
amatsu,water,css,Barroth,Foreleg 3,783.0,789.0,798.0,805.0,907.0,952.0,1000.0,1004.0
amatsu,water,css,Barroth,Head 0,381.0,381.0,376.0,375.0,406.0,422.0,427.0,390.0
amatsu,water,css,Barroth,Head 1,615.0,626.0,654.0,672.0,798.0,845.0,932.0,1036.0
amatsu,water,css,Barroth,Head 2,381.0,381.0,376.0,375.0,406.0,422.0,427.0,390.0
amatsu,water,css,Barroth,Head 3,615.0,626.0,654.0,672.0,798.0,845.0,932.0,1036.0
amatsu,water,css,Barroth,Leg 0,555.0,555.0,548.0,546.0,592.0,616.0,622.0,568.0
amatsu,water,css,Barroth,Leg 1,671.0,678.0,687.0,695.0,788.0,826.0,874.0,891.0
amatsu,water,css,Barroth,Leg 2,555.0,555.0,548.0,546.0,592.0,616.0,622.0,568.0
amatsu,water,css,Barroth,Leg 3,671.0,678.0,687.0,695.0,788.0,826.0,874.0,891.0
amatsu,water,css,Barroth,Tail 0,804.0,804.0,794.0,791.0,859.0,891.0,903.0,822.0
amatsu,water,css,Barroth,Tail 1,769.0,776.0,788.0,798.0,907.0,952.0,1009.0,1032.0
amatsu,water,css,Barroth,Tail 2,804.0,804.0,794.0,791.0,859.0,891.0,903.0,822.0
amatsu,water,css,Barroth,Tail 3,769.0,776.0,788.0,798.0,907.0,952.0,1009.0,1032.0
amatsu,water,css,Barroth,Torso 0,555.0,555.0,548.0,546.0,592.0,616.0,622.0,568.0
amatsu,water,css,Barroth,Torso 1,695.0,702.0,715.0,725.0,827.0,868.0,926.0,955.0
amatsu,water,css,Barroth,Torso 2,555.0,555.0,548.0,546.0,592.0,616.0,622.0,568.0
amatsu,water,css,Barroth,Torso 3,695.0,702.0,715.0,725.0,827.0,868.0,926.0,955.0
amatsu,water,css,Basarios,Abdomen 0,452.0,451.0,453.0,454.0,505.0,528.0,549.0,534.0
amatsu,water,css,Basarios,Abdomen 1,1080.0,1078.0,1077.0,1079.0,1193.0,1244.0,1288.0,1234.0
amatsu,water,css,Basarios,Abdomen 2,903.0,900.0,901.0,904.0,1003.0,1048.0,1089.0,1051.0
amatsu,water,css,Basarios,Abdomen 3,1110.0,1107.0,1106.0,1109.0,1225.0,1278.0,1320.0,1264.0
amatsu,water,css,Basarios,Back 0,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Back 1,913.0,917.0,920.0,925.0,1030.0,1077.0,1121.0,1096.0
amatsu,water,css,Basarios,Back 2,673.0,677.0,684.0,690.0,775.0,812.0,853.0,852.0
amatsu,water,css,Basarios,Back 3,913.0,917.0,920.0,925.0,1030.0,1077.0,1121.0,1096.0
amatsu,water,css,Basarios,Head 0,426.0,423.0,429.0,433.0,488.0,512.0,540.0,543.0
amatsu,water,css,Basarios,Head 1,913.0,917.0,920.0,925.0,1030.0,1077.0,1121.0,1096.0
amatsu,water,css,Basarios,Head 2,673.0,677.0,684.0,690.0,775.0,812.0,853.0,852.0
amatsu,water,css,Basarios,Head 3,913.0,917.0,920.0,925.0,1030.0,1077.0,1121.0,1096.0
amatsu,water,css,Basarios,Leg 0,465.0,463.0,465.0,466.0,518.0,541.0,564.0,547.0
amatsu,water,css,Basarios,Leg 1,465.0,463.0,465.0,466.0,518.0,541.0,564.0,547.0
amatsu,water,css,Basarios,Leg 2,465.0,463.0,465.0,466.0,518.0,541.0,564.0,547.0
amatsu,water,css,Basarios,Lower Neck 0,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Lower Neck 1,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Lower Neck 2,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Lower Tail 0,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Lower Tail 1,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Lower Tail 2,364.0,361.0,367.0,371.0,422.0,442.0,470.0,480.0
amatsu,water,css,Basarios,Tail Tip 0,503.0,500.0,501.0,503.0,558.0,582.0,605.0,585.0
amatsu,water,css,Basarios,Tail Tip 1,503.0,500.0,501.0,503.0,558.0,582.0,605.0,585.0
amatsu,water,css,Basarios,Tail Tip 2,503.0,500.0,501.0,503.0,558.0,582.0,605.0,585.0
amatsu,water,css,Basarios,Wing 0,426.0,423.0,429.0,433.0,488.0,512.0,540.0,543.0
